SYMBOL|SERIES|OPEN|HIGH|LOW|CLOSE|LAST|PREVCLOSE|TOTTRDQTY|TOTTRDVAL|TOTALTRADES
GEOJITFSL|EQ|77.05|77.15|73.6|74.1|74.15|78.3|367854|27643026.4|4427
GEPIL|EQ|181.00|190.55|174|175.95|177.4|178.45|652584|119116575.6|17774
GESHIP|EQ|319.50|325.65|305.25|311|309.95|321.6|1007402|321767966.2|10478
GET&D|EQ|107.00|107|100.4|101.55|101.4|107.2|99345|10312994.6|2704
GFLLIMITED|EQ|69.05|69.9|65|65.65|65.15|70.2|77019|5127981.75|1024
GFSTEELS|EQ|4.60|4.8|4.4|4.8|4.8|4.6|19433|91570.1|86
GHCL|EQ|431.00|434.4|401.15|408.55|410.5|442.45|235306|99100192.4|10035
GICHSGFIN|EQ|145.60|152.9|141|143.35|142.75|151.85|145551|21321733.2|3123
GICRE|EQ|133.05|133.9|130.05|131|131|135.3|364012|48000171.3|6401
GILLANDERS|EQ|68.45|68.95|65.4|66.25|68|68.45|45967|3103611.3|732
GILLETTE|EQ|5078.00|5105.75|4965|4977.65|4977|5085.7|9163|45900349.75|2901
GINNIFILA|EQ|46.50|47.85|44.9|45.55|45.35|48.9|316965|14727881.2|2697
GIPCL|EQ|79.30|79.3|76.25|76.75|76.75|80.1|288931|22552397.2|3582
GISOLUTION|BE|3.60|3.6|3.6|3.6|3.6|3.75|5|18|1
GKWLIMITED|EQ|590.20|602.75|575.05|582.5|575.05|590.2|317|185347.4|71
GLAND|EQ|3498.00|3575|3450|3507.5|3473.85|3543.15|481100|1705613632|21081
GLAXO|EQ|1560.00|1568.4|1536.35|1542.2|1545.8|1569.55|59167|91850841.95|8382
GLENMARK|EQ|483.00|495|475|478.3|475.1|489.5|798182|387833700.3|19688
GLOBAL|EQ|73.15|74.9|73.15|73.6|73.5|77|12600|926229.5|181
GLOBALVECT|BE|55.85|55.85|53.3|53.7|53.7|55.9|2847|153710.95|50
GLOBE|EQ|11.90|12.3|11.25|11.6|11.65|12.2|1003586|11675949.5|2734
GLOBUSSPR|EQ|1111.00|1279.8|1087.6|1166.1|1166|1359.45|1007402|1210011489|43958
GLS|EQ|544.00|544|528.3|529.6|532|543.6|102811|54624846.4|5505
GMBREW|EQ|655.00|655|623|626.85|623|661.75|34846|22240170.2|3477
GMDCLTD|EQ|125.80|129.85|121.75|122.95|122.6|132.6|3164053|401029974.1|33679
GMMPFAUDLR|EQ|4700.00|4724.9|4533.25|4572.35|4550|4760.2|29762|137781259.5|9892
GMRINFRA|EQ|41.10|41.4|39|39.2|39.15|42.35|22010298|878510192|75255
GNA|EQ|514.00|515.65|497.25|501.15|504|521.75|54795|27700635.3|4244
GNFC|EQ|553.00|563|537|539.35|537.25|565.9|4736402|2618381648|53862
GOACARBON|EQ|379.50|391|362.05|368.05|371|389.9|102701|38400142|5196
GOCLCORP|EQ|284.05|299.6|279.45|282.25|287.4|299.8|27019|7813514.2|1347
GOCOLORS|EQ|970.15|970.2|948|958.35|957.6|988.95|81057|77658152.65|24013
GODFRYPHLP|EQ|1084.80|1084.95|1051|1055.65|1055.25|1079.4|19494|20699503.4|6694
GODHA|BE|104.00|113.95|103.95|111.7|113.95|109.4|31819|3440498.5|329
GODREJAGRO|EQ|500.00|500|487.95|492.25|492|500.75|70080|34548070.1|5770
GODREJCP|EQ|805.00|820.6|794.15|799.75|794.15|825|1708417|1374087716|46581
GODREJIND|EQ|569.00|569|535.4|540.2|537|571.05|89549|49373696.4|8108
GODREJPROP|EQ|1535.00|1550|1459|1472.2|1465.25|1560.45|1471403|2229291577|63005
GOENKA|BZ|3.75|3.75|3.55|3.55|3.55|3.7|285529|1025916.45|1118
GOKEX|EQ|371.00|373.55|345.05|348.5|346|381.15|360256|128874624.4|17909
GOKUL|EQ|35.50|36.75|34.65|34.95|34.8|37.35|178618|6314324.2|2107
GOKULAGRO|BE|69.20|70.95|68.3|68.3|68.3|71.85|59183|4089052.05|702
GOLDBEES|EQ|43.32|43.32|42.33|42.96|42.98|42.19|9337588|400202291.7|43800
GOLDENTOBC|EQ|107.90|107.9|102.05|103.85|103.05|107.2|7668|800634.1|269
GOLDIAM|EQ|823.45|839.8|780|797.25|797|823.45|119097|96841872.25|11745
GOLDSHARE|EQ|42.45|44.95|42.35|42.75|42.7|42.1|425497|18143179.15|924
GOLDSTAR|SM|25.50|25.5|23.75|23.75|23.75|24.95|18000|438000|3
GOLDTECH|BE|83.00|85|78.2|78.65|78.5|82.3|100158|8024417.45|637
GOODLUCK|BE|314.10|324.9|311.85|311.9|311.85|328.25|11443|3606224.65|305
GOODYEAR|EQ|934.00|934|915|916.1|916|936.55|13564|12470890.05|2085
GPIL|EQ|324.00|324|303.55|305.5|305.1|332.4|529503|166271627.5|9679
GPPL|EQ|92.00|92.8|90.05|91.1|91.55|93.4|490094|44617126.3|7980
GPTINFRA|EQ|86.00|86.45|76.85|78.5|78.4|81|107265|8816678.7|2545
GRANULES|EQ|302.00|310.8|300|302.5|300.4|306.25|893586|272268523.8|12738
GRAPHITE|EQ|505.00|510.65|475.4|480.6|478|515.45|942467|467965465.2|28411
GRASIM|EQ|1696.60|1696.6|1635.65|1642.95|1638|1710.15|824741|1366054372|48974
GRAUWEIL|EQ|59.35|59.35|55.2|55.75|55.9|59.5|328848|18681817.5|3534
GRAVITA|EQ|355.50|369|341.55|352.05|360.3|379.5|440929|155829551.4|15146
GREAVESCOT|EQ|189.90|189.9|174.3|176.9|176|195.9|3918700|717827581.1|44352
GREENLAM|EQ|359.70|367.05|350|352.75|353|374.55|77701|27903084.65|6267
GREENPANEL|EQ|480.00|492|453.65|482.35|480|488.35|314954|150882227|17403
GREENPLY|EQ|195.25|199.8|185.25|195.85|196.95|200.95|278630|54831494.75|9340
GREENPOWER|BE|12.20|12.2|12.2|12.2|12.2|12.8|1613101|19679832.2|7318
GRINDWELL|EQ|1605.00|1695.1|1591.1|1673.1|1685|1684.85|78706|129412360.3|17602
GRINFRA|EQ|1631.00|1681.5|1616.75|1640.6|1635|1682.95|21496|35391858.25|5529
GROBTEA|EQ|1085.00|1085|975.55|993.6|981|1085|916|937657.15|212
GRPLTD|EQ|1279.90|1279.9|1161.2|1198.05|1196|1228.7|2110|2536548.25|365
GRSE|EQ|238.25|238.25|221.55|224.45|224|238.35|208938|47729358.1|6654
GRWRHITECH|EQ|739.00|769.55|718|723.75|728|765.55|24110|17786602.85|3159
GSCLCEMENT|EQ|44.60|44.75|43.05|43.45|43.4|45.4|76292|3343138.55|1208
GSFC|EQ|127.00|128.4|121.85|122.45|122.9|130.05|1314920|164800814.2|16849
GSPL|EQ|294.00|297.75|283.35|286.5|284.05|297.6|862449|250740206.8|19454
GSS|BE|107.40|113.75|106.9|107.15|107|112.5|26804|2899132.3|361
GTL|EQ|18.30|18.3|16.9|17.1|17.1|17.1|1639964|29118045.9|4264
GTLINFRA|EQ|1.85|1.9|1.85|1.85|1.85|1.9|48506049|89803821.8|25667
GTPL|EQ|219.15|219.15|210|210.4|210.85|222.15|62366|13315793.65|2534
GUFICBIO|EQ|215.35|218|205|206.35|205.05|222.05|340534|71834249.55|9263
GUJALKALI|EQ|725.00|735.8|680.1|688.85|687.35|748.05|429003|305204998.3|21207
GUJAPOLLO|EQ|220.10|221|210|211.15|210|226.8|10979|2354604.95|286
GUJGASLTD|EQ|623.70|647.35|612.1|641.7|641.75|637.45|1420498|906919465.4|38438
GUJRAFFIA|BE|37.50|39|36.7|37.8|37.55|38.55|4047|152879|57
GULFOILLUB|EQ|494.00|499.95|480.05|488.3|488|494.3|207076|101719956.7|12511
GULFPETRO|EQ|49.60|51.95|48.3|49.05|49.25|52.15|175986|8823248.85|1646
GULPOLY|EQ|337.10|339.95|333.7|335.1|336.9|351.25|120156|40215789.1|2222
HAL|EQ|1355.00|1364.9|1326.1|1332.85|1334|1379.95|347251|467398189|24867
HAPPSTMNDS|EQ|1030.00|1037.7|1016.9|1016.9|1016.9|1070.4|319495|326594437.3|33251
HARRMALAYA|EQ|152.10|156|148|149.25|148.8|160.65|87591|13337203.3|3453
HATHWAY|EQ|21.20|21.4|19.85|20.05|20|21.7|7811120|160983304.5|15538
HATSUN|EQ|1133.00|1139.1|1097.15|1100.5|1101|1146.15|22961|25434893.9|3368
HAVELLS|EQ|1156.00|1165|1141.6|1156.05|1160|1174.75|1094621|1262658119|43082
HAVISHA|BE|2.80|2.8|2.8|2.8|2.8|2.9|79487|222563.6|160
HBANKETF|EQ|349.40|383.99|333.99|368.37|368|383.99|6277|2326506.47|220
HBLPOWER|EQ|73.40|74|67.55|68.4|67.95|70.8|4126020|292672794.2|30533
HBSL|EQ|54.05|55.25|53|53.25|53.75|56.2|10095|545136.95|404
HCC|EQ|18.30|20.05|17.55|17.9|17.65|19|73894440|1402465987|64326
HCG|EQ|238.00|242.45|221|237.65|238|242.5|166770|39673197.5|4337
HCL-INSYS|EQ|20.35|20.4|19.95|19.95|19.95|20.95|660120|13223578.35|3901
HCLTECH|EQ|1135.35|1164.35|1133.6|1146.45|1141.05|1163.7|3243813|3736752791|86827
HDFC|EQ|2390.00|2390|2290|2296.8|2290.9|2426.35|5903697|13730084885|329805
HDFC|W3|600.00|644|600|603|602|647.6|45000|27629430|68
HDFCAMC|EQ|2151.25|2184.4|2135|2172.35|2172|2211.85|459612|995335214.6|28801
HDFCBANK|EQ|1490.00|1499.45|1469.3|1473.7|1472|1518.85|7328310|10841372316|228169
HDFCLIFE|EQ|588.00|589.8|555|557.3|557.5|595.35|7168038|4052768308|205515
HDFCMFGETF|EQ|43.62|44.18|43.62|44.07|44.11|43.27|984805|43261618.29|1778
HDFCNIFETF|EQ|194.69|194.69|180.5|181.02|180.5|186.07|84467|15379457.98|1298
HDFCSENETF|EQ|629.99|629.99|605|609.46|608|627.57|15364|9414933.71|632
HDIL|BZ|4.80|4.8|4.4|4.65|4.8|4.6|419384|1956416|545
HEALTHY|EQ|10.00|10|8.2|8.23|8.26|8.41|52269|434178.63|1398
HECPROJECT|EQ|37.25|41.45|36.5|37.2|37.95|40.05|9885|372184.55|294
HEG|EQ|1412.20|1437.45|1275.1|1296|1282.8|1454.55|408496|551013835.9|31642
HEIDELBERG|EQ|210.00|211.45|202.05|204.9|204.25|212.65|152850|31473163.5|9208
HEMIPROP|EQ|125.50|125.7|119.6|120.8|120|127.65|1168459|143645144.8|12799
HERANBA|EQ|660.10|666.6|640.05|646.4|642.1|670.25|87130|57331141.75|4822
HERCULES|EQ|157.85|157.95|145.45|146.8|146.4|159.05|86266|13256487.7|2626
HERITGFOOD|EQ|326.00|326|305.2|307.95|313|326.4|195424|60595298.3|9809
HEROMOTOCO|EQ|2681.00|2703.15|2630.75|2648.5|2635.1|2718.6|576694|1532231034|42299
HESTERBIO|EQ|2387.00|2403.8|2275|2298|2275|2413.55|6632|15488757.65|825
HEXATRADEX|EQ|124.45|128.75|124|125.1|125.7|129.3|22989|2865551.4|185
HFCL|EQ|78.30|79.4|76.1|76.9|76.4|81.1|10777354|842794566|53082
HGINFRA|EQ|602.10|606.8|585|586.25|586.05|614.1|196964|117038590.1|11884
HGS|EQ|2500.00|2520|2401.1|2473.15|2469.8|2585.3|77706|192289881.1|8793
HIKAL|EQ|407.10|423.6|387.45|411.05|405|425.1|229382|94875017.6|8674
HIL|EQ|3971.00|4040|3861.05|3935.25|3991.95|3970.1|23752|93632284.8|5242
HILTON|EQ|31.25|31.25|28.4|28.45|28.4|29.8|32484|936064.4|284
HIMATSEIDE|EQ|191.20|195|179.3|182.95|183.35|205.75|804028|150677853.3|12560
HINDALCO|EQ|531.00|533.95|519.7|521.25|520.15|542.7|4995178|2631404699|82668
HINDCOMPOS|EQ|325.10|330|296|300.45|298.2|336.7|38614|12016540.35|1550
HINDCON|EQ|64.15|66|59.5|62.05|60.55|66.4|32375|2046526.3|392
HINDCOPPER|EQ|133.85|134.8|125.2|126|125.6|138.85|9869852|1284807366|48263
HINDMOTORS|EQ|11.80|11.8|11.4|11.4|11.4|11.95|219164|2509844.5|1467
HINDNATGLS|EQ|19.25|20.4|19.25|19.25|19.25|20.25|129505|2521882.95|595
HINDOILEXP|EQ|211.00|212|195.3|197.75|196.4|207.25|940873|192129383.5|21457
HINDPETRO|EQ|294.00|298.8|288.15|289.75|288.9|301.65|1923577|563990515.1|32035
HINDUNILVR|EQ|2220.00|2236.25|2207|2228.55|2223|2258|1661501|3688306817|112048
HINDZINC|EQ|321.00|323.75|310|313.7|312.75|327.05|510584|162514330.4|13139
HIRECT|BE|219.05|219.05|218.5|218.5|218.5|230|6061|1324417.6|108
HISARMETAL|EQ|111.55|116.1|108|111.95|109.95|115.8|11553|1310050.85|739
HITECH|EQ|580.00|580|559.15|567.85|561|574|15354|8735125.4|1540
HITECHCORP|EQ|274.60|274.95|255.7|258.55|256.3|274.6|14024|3708803.75|1059
HITECHGEAR|EQ|245.00|245|225.1|229.85|225.1|247.75|13582|3207627.95|622
HLEGLAS|EQ|5851.00|5881.25|5300|5431.05|5406|6314.15|43233|243457464.4|12099
HLVLTD|BE|10.50|10.55|10.15|10.15|10.15|10.65|133584|1371077.2|386
HMT|BZ|29.00|30|28.85|28.85|28.85|30.35|11264|328765.45|82
HMVL|EQ|76.25|78.45|73.05|73.85|73.65|77.65|200545|15278146|2862
HNDFDS|EQ|1930.00|1950|1852.1|1881.7|1857|1997.35|16590|31528039.6|3379
HNGSNGBEES|EQ|313.99|314.99|302.1|313.05|313.7|313.11|4857|1514380.83|262
HOMEFIRST|EQ|698.00|717.95|685.05|703.2|705|704.8|52645|37080258.85|6225
HONAUT|EQ|41990.00|42199.85|40900|41163.3|40950|43511.2|18603|770925897.2|6493
HONDAPOWER|EQ|1351.00|1355|1295|1304.1|1295|1361.45|7812|10351170.2|882
HOVS|EQ|55.85|58.25|52.3|52.9|52.4|57.25|14799|809871.15|414
HPAL|EQ|382.05|388.8|361.15|368.05|366.85|389.45|128054|48370806.85|9917
HPIL|SM|75.00|75|71|71|71|74.55|54000|3851250|4
HPL|EQ|70.00|71.35|66.45|67.05|67.5|74.05|237239|16409673.05|4789
HSCL|EQ|59.90|59.9|55.2|55.85|55.5|61.85|12421681|718266932|51045
HSIL|EQ|301.00|309.95|285.15|293.45|294.1|315.05|153059|45746556.45|8056
HTMEDIA|EQ|37.00|39.2|35.3|35.8|35.3|38.1|6301356|238059871.5|18837
HUBTOWN|BE|67.10|68|65.8|65.8|65.8|69.25|61355|4100343.6|315
